tract,green_space_fraction,mean_ndvi,count
231100,0.0894608396495189,-0.16183365881443024,489630
231200,0.23229064989409404,-0.12792439758777618,1822843
231500,0.2835539917612666,-0.08337531983852386,2775003
240200,0.22250315253175806,-0.16145510971546173,461013
240300,0.1867212083071114,-0.1925937533378601,461642
240500,0.1148737810834433,-0.19654344022274017,650319
240600,0.15399039325987002,-0.19416135549545288,459066
240700,0.17286802706590654,-0.17969642579555511,460416
240800,0.1690318330570785,-0.1736903041601181,462359
240900,0.503540043367912,0.030693158507347107,2776807
241000,0.15263170524352787,-0.18935182690620422,576021
241100,0.19027825664993805,-0.1551419496536255,918256
241200,0.16941673082595635,-0.1761641949415207,910818
241300,0.2958745084985541,-0.0979888066649437,455447
241400,0.14557150097246346,-0.1506209522485733,1439593
241500,0.06081903923277594,-0.25145721435546875,839617
241600,0.12405055703508336,-0.24983298778533936,815884
242000,0.11863699197641701,-0.2559981644153595,906986
242100,0.1303550730031796,-0.23850230872631073,910379
242200,0.19810834855082643,-0.18491829931735992,907656
242300,0.20357592133568553,-0.17429010570049286,911307
242400,0.13602407558574475,-0.19075946509838104,910621
242500,0.10286717752234993,-0.21641844511032104,861300
242600,0.10683628991173325,-0.18937139213085175,1320628
242700,0.14068697960123977,-0.1936463713645935,487344
242800,0.09146314231392515,-0.1890421211719513,1220265
242900,0.12123531486846184,-0.20576529204845428,898846
243000,0.13819816629917542,-0.21534405648708344,900871
243100,0.1424405350767775,-0.21082690358161926,899370
243200,0.13922499584225237,-0.20945511758327484,898865
243300,0.12454564959487088,-0.22652068734169006,907929
243400,0.11884996727454594,-0.2521822154521942,911491
243500,0.14335106098954495,-0.2171548753976822,1826310
250200,0.14097687678175483,-0.1884382665157318,1386721
250300,0.16919028535560812,-0.17301131784915924,1717959
250400,0.17545011801577445,-0.1638977974653244,3631785
250500,0.20107409501485285,-0.107663594186306,5722647
250600,0.1512939546912959,-0.1882619559764862,1798121
250700,0.18678552477979413,-0.1821482628583908,1838473
250800,0.16716066172563157,-0.1716560274362564,1596601
251000,0.10432023493259171,-0.23619391024112701,1296237
251100,0.19889991989013503,-0.16166198253631592,1379492
251200,0.26771682176918477,-0.1157306507229805,1838309
251300,0.20000236323070825,-0.13868720829486847,1813940
251400,0.2532519927125985,-0.09819167852401733,1909846
251500,0.2994432274691316,-0.07580097019672394,1898466
251600,0.28889363280216884,-0.0856541246175766,1334560
251700,0.19662417675801996,-0.14241424202919006,1350802
251800,0.21501967174639713,-0.13266471028327942,2771030
251900,0.2680854967839777,-0.0978206992149353,1755646
252000,0.25514442902157064,-0.08981427550315857,1733746
252101,0.5223099833768989,0.06566011905670166,2368672
252102,0.20072463768115942,-0.1518947184085846,1864652
252201,0.22983685950057714,-0.12617871165275574,1075041
252202,0.2401840531124696,-0.09286365658044815,1769418
260100,0.14864061644772852,-0.17151793837547302,903388
260200,0.20974451527020455,-0.1257045865058899,911680
260300,0.21954247675401523,-0.12197200953960419,913763
260400,0.2024813590525913,-0.13934160768985748,911051
260500,0.19725042225975642,-0.10355260223150253,937042
260600,0.21961133869417893,-0.10449947416782379,885052
260700,0.27222495760161936,-0.07518487423658371,914473
260800,0.1885261317987141,-0.1240910142660141,913045
260900,0.29249133864071947,-0.05423447862267494,633497
261000,0.218756068392575,-0.05982428416609764,1385147
270500,0.21679920079175988,0.020208027213811874,1826529
271200,0.25544106644902403,-0.09799537062644958,915498
271300,0.2088419540413632,-0.1271645575761795,908829
271400,0.24572255046774988,-0.09807442128658295,911501
271500,0.2283152483309469,-0.106717050075531,451956
271800,0.2630885409616113,-0.08635298162698746,571743
280100,0.03645622064836607,-0.3857451379299164,1507303
280400,0.12349599985410654,-0.21111880242824554,1394084
280800,0.20822739971987678,-0.11570048332214355,658791
280900,0.10028106866537717,-0.19496630132198334,318377
281900,0.02723110631976365,-0.4013783633708954,1127428
282700,0.1126217609081413,-0.1948883980512619,1219424
282800,0.1362037510034299,-0.17494846880435944,456358
283100,0.23062754900670965,-0.1475065052509308,601062
283200,0.43635364196639365,0.006662641651928425,656587
283800,0.210909933283914,-0.14189429581165314,1044356
290900,0.30647034021302244,-0.04448592662811279,2766131
291200,0.30320868731464756,-0.054697975516319275,913647
291600,0.09083012190781163,-0.2192438542842865,611707
292200,0.2126038885620767,-0.0517006553709507,1094180
292400,0.23401880909485978,-0.09597386419773102,917781
292500,0.19812916574950473,-0.1176437959074974,2727115
300500,0.15315697180295418,-0.15361934900283813,752313
300600,0.20397193346195563,-0.1263575553894043,911001
300700,0.18279629612487774,-0.15361469984054565,913605
300800,0.16037012772917816,-0.18049989640712738,904460
300900,0.13107623356594497,-0.21207131445407867,908482
30101,0.1256635407786303,-0.19652949273586273,281501
30102,0.07792888453265812,-0.29546883702278137,267216
30103,0.054104594555065715,-0.27307578921318054,182430
30104,0.07922973636422788,-0.25522586703300476,245047
301100,0.13117492612685142,-0.13050329685211182,586887
301200,0.15075198259405412,-0.17015211284160614,1338491
301600,0.20701971580949063,-0.14599618315696716,914711
301701,0.1743611733130052,-0.15936733782291412,918188
301702,0.23149063749211024,-0.10949750244617462,918722
301801,0.19290292953371715,-0.1138947382569313,1929005
301802,0.16976382923931915,-0.1268850564956665,957693
301803,0.22073779448318603,-0.11261910200119019,974450
30200,0.2712194664480288,-0.07671194523572922,1850666
30300,0.30590646872981797,-0.07340889424085617,872666
30400,0.20594741532976826,-0.13446739315986633,961794
30500,0.2695684376639348,-0.09384767711162567,1715790
30601,0.12276956914053688,-0.20936821401119232,329714
30603,0.11725031802798647,-0.2370215207338333,321994
30604,0.19702502626124976,-0.13071191310882568,368492
30701,0.1245324719483169,-0.243120476603508,193937
30702,0.06410060446050163,-0.20589248836040497,61518
30703,0.1257685239598435,-0.21485646069049835,550389
30706,0.24996920832511227,0.00452144630253315,910691
30800,0.2973234232944463,-0.07590029388666153,1575025
30900,0.2183308419265753,-0.14549027383327484,1134499
31000,0.21241494751303286,-0.15362703800201416,1179424
310200,0.16476993796581427,-0.20875585079193115,884346
310300,0.16760835234251623,-0.18907327950000763,884268
310400,0.07928897378754113,-0.246649831533432,345519
310500,0.15827522888657755,-0.2181156873703003,449504
310600,0.08532102157102157,-0.26035076379776,1508068
310700,0.11628700695610253,-0.2487197369337082,444237
310800,0.11009723118994265,-0.26256081461906433,923756
310900,0.16162931749984039,-0.1985771507024765,1345975
31100,0.3318546784323078,-0.05601216480135918,1526477
31200,0.11718228761072388,-0.23567229509353638,906200
31300,0.33413311971869847,-0.0026050705928355455,1610930
31400,0.27249927117825457,0.043180059641599655,3628567
31501,0.19298471368668604,-0.18310175836086273,442439
31502,0.13642070697315048,-0.21830962598323822,448768
31700,0.2412430514151142,-0.11191951483488083,1325414
31800,0.1866656934431931,-0.1619444489479065,652739
31900,0.2404203784084295,-0.12372415512800217,715236
320101,0.17807075516139392,-0.17204473912715912,1136440
320102,0.1004103622898113,-0.33812734484672546,1326133
320400,0.1652179160781703,-0.1667226105928421,2064632
320600,0.19633982182482704,-0.12078763544559479,1626730
32100,0.18572009219438704,-0.17993101477622986,1196446
330101,0.1273058394160584,-0.13638615608215332,4721435
330102,0.09415125237262273,-0.2630689740180969,1118167
330103,0.07566261969904241,-0.26889652013778687,1414739
330200,0.2116712029755508,-0.10949935019016266,2200835
340300,0.0847554317752147,-0.22023847699165344,592880
340400,0.11187302426770196,-0.2151697278022766,805900
340500,0.14990735342862177,-0.1660388559103012,1208664
340600,0.14108209375704306,-0.20175711810588837,1378355
350100,0.22149855346895939,-0.06353993713855743,1513669
350400,0.28568103235891296,-0.06534062325954437,560954
351000,0.38730301207747075,0.03655087575316429,2190199
351100,0.285282893310681,-0.0233506690710783,963933
351400,0.23664594139672288,-0.10322557389736176,899186
351500,0.3341729992304733,-0.02103569731116295,463088
360200,0.1652898518169089,-0.06950528174638748,644114
380100,0.2501694434318809,-0.07160424441099167,1215935
380200,0.1853630920950662,-0.09902466833591461,597161
380600,0.26349412644749326,-0.08788653463125229,2330867
381200,0.1978613328988105,-0.128005251288414,717682
381400,0.15377048840845317,-0.10969532281160355,879022
381500,0.16246292689757005,-0.13852861523628235,302531
381700,0.19132715724462224,-0.04673421382904053,546306
381800,0.22107758573923988,-0.10540129244327545,886499
381900,0.18058277878604556,-0.1275114268064499,479313
390100,0.23048273533950617,-0.04657132923603058,1287185
390200,0.24950716504143036,-0.11454053968191147,843390
390300,0.26696684430959144,-0.09376704692840576,908148
390400,0.25848666381400653,-0.09443925321102142,905711
390500,0.4658776397299971,0.04073844850063324,906374
390600,0.42937257804676277,0.0046729156747460365,901050
390700,0.1977809109828695,-0.1048145517706871,1625389
400300,0.35401662135442413,0.10600017756223679,4065203
400400,0.27783583055339567,-0.05637320131063461,907521
400500,0.2702065489460938,-0.07166872173547745,905295
400800,0.250548458639061,-0.08251404017210007,1369311
40100,0.5588577277179715,0.08850589394569397,5558258
40201,0.17653145011670357,-0.15298748016357422,2002460
40202,0.1619940524466072,-0.15577305853366852,1635566
40300,0.2868344611985581,-0.02227156236767769,2130432
40401,0.20263393180394343,-0.11717121303081512,1070881
40402,0.31367725193563045,-0.054113127291202545,1674010
40600,0.21514917909825818,-0.1300276219844818,920841
40700,0.18011563153974391,-0.1510843187570572,992088
40800,0.20432713178495482,-0.10914861410856247,635977
40900,0.32227042428527053,-0.059453513473272324,893390
410100,0.2084213231568203,-0.11889944225549698,605581
410200,0.2863383530050197,-0.12288415431976318,179972
410500,0.1899470692532332,-0.12939004600048065,730050
410600,0.32623238872376686,-0.06640283018350601,700166
410700,0.3347530946359643,-0.07157415896654129,721460
410800,0.15403485460213626,-0.16305449604988098,692539
410900,0.20978259124005538,-0.1313248574733734,1069277
411000,0.22405934937491598,-0.09366170316934586,1950639
411100,0.25750588060973123,-0.033848948776721954,786460
411200,0.3780586808727146,-0.021833909675478935,1118594
420100,0.17656281177025993,-0.09503339976072311,1850822
420200,0.18795770317891491,-0.1393515020608902,769636
420300,0.2094409219261016,-0.13077577948570251,680338
420400,0.18018161036322072,-0.13472624123096466,680415
420500,0.15800991329438485,-0.13459771871566772,682765
420600,0.2135478976183998,-0.10031184554100037,676179
420700,0.2595185688698992,-0.06938331574201584,1805681
420800,0.15667614185713732,-0.1339474767446518,964861
421200,0.12501729716194757,-0.08476722240447998,904195
430101,0.16221085587195255,-0.22384612262248993,907911
430102,0.23051982685812877,-0.057532262057065964,1181859
430200,0.3002846042501327,-0.09998266398906708,1835722
430300,0.25907544704792645,-0.09488499164581299,1127188
430400,0.23410851843332192,-0.10910721868276596,1520405
430500,0.17291995243718158,-0.2034328579902649,951589
430600,0.2044412963383885,-0.17173217236995697,925350
430700,0.11097081074314862,-0.24374434351921082,516578
430800,0.20888372893016857,-0.16899473965168,910650
430900,0.23626683993481484,-0.1524798721075058,934092
431200,0.25834514294352173,-0.1328887641429901,1818955
431301,0.22230696789994192,-0.137656569480896,1121608
431302,0.13578661103066728,-0.17383593320846558,1215755
431400,0.1292649780100196,-0.10706833004951477,2790458
440101,0.16901150298089054,-0.13866135478019714,1046470
440102,0.21603613119762324,-0.07925958931446075,1741767
440201,0.132373688173655,-0.1600881665945053,1475144
440202,0.2693518350735076,-0.056666892021894455,2169777
440300,0.27115286510443015,-0.059785544872283936,3594908
440600,0.265631724675507,-0.04768528789281845,1850357
440700,0.22914496763516234,-0.10117252916097641,908922
440800,0.15462873439483943,-0.07138976454734802,774740
440900,0.2632537217927684,-0.03697207197546959,2061339
450300,0.09813493340718507,-0.1548197865486145,3793673
460100,0.11441235756643056,-0.08421461284160614,7852328
460200,0.24244027572030338,-0.10669504106044769,1666189
460301,0.2562501536774841,-0.13036666810512543,1348870
460302,0.23002933644526566,-0.0905056819319725,1802774
460400,0.269232848073283,-0.1223093569278717,1811188
460500,0.1196690835040607,-0.14479990303516388,3545220
460800,0.19797475906076548,-0.13152962923049927,1899548
461000,0.05298017573635625,-0.2549853026866913,1353326
470100,0.20116542781828112,-0.07597894966602325,4410648
480100,0.22325503619767076,-0.1327870637178421,1830900
480200,0.1993442942763935,-0.13543207943439484,794135
480300,0.16966755172032305,-0.08710134774446487,1153930
480400,0.21610249182703023,-0.1382637619972229,5023757
480500,0.10260032882627998,-0.15622752904891968,3784622
490200,0.18601500066045837,-0.05150448530912399,2416118
490500,0.21183730424856495,-0.05543183535337448,3952891
490600,0.23674777350617235,-0.07402483373880386,1897492
490700,0.3011065787142557,-0.04738501086831093,1777296
490800,0.1654237295479756,-0.08262382447719574,3000607
490901,0.2694113411853108,-0.04357631877064705,2346742
490902,0.19528548795112174,-0.0654558539390564,3319930
491000,0.3950124722160329,0.03060491569340229,3547286
491100,0.3086357987831448,-0.03241683542728424,3669396
491200,0.3251557973719778,-0.028196493163704872,1802611
491300,0.382364049567941,0.015210381709039211,1794384
491400,0.26210238298424765,-0.06561024487018585,2304917
500100,0.210656144780224,-0.06944844126701355,7360246
500200,0.12947951404268238,-0.08469373732805252,5669124
500300,0.17270870136051597,-0.08282110095024109,1968130
50100,0.24256397731167928,-0.1333889216184616,928873
50200,0.22297524581680178,-0.14415717124938965,1811799
50300,0.1854006278560401,-0.15998148918151855,1095800
50500,0.22748848075101197,-0.13649022579193115,1814161
50600,0.23251184335193179,-0.14202189445495605,922468
50700,0.30546267953849776,-0.09961746633052826,456148
50800,0.23606236172656084,-0.15880346298217773,451960
50900,0.182829420427965,-0.15300241112709045,451703
51000,0.16045281421921287,-0.1882762908935547,463872
510100,0.10229407557957496,-0.21458348631858826,5567819
510200,0.21154311349592064,-0.08574163913726807,3548261
510300,0.264597821604745,-0.06842619180679321,8211338
51100,0.22711481900207486,-0.17231294512748718,452337
51200,0.2776329309016183,-0.1247176080942154,456670
51300,0.2743270129322039,-0.11976853758096695,894069
51400,0.19125098359065382,-0.1262795478105545,984249
520100,0.10182726533088482,-0.14161184430122375,6259775
520200,0.06227442232946009,-0.2824695408344269,3363365
520300,0.16072722266413755,-0.1883002072572708,2659993
520400,0.1317306853854203,-0.20848138630390167,2013131
520500,0.1687026828371922,-0.14221952855587006,3025142
520600,0.2471735705045554,-0.11305749416351318,3026040
530100,0.32570471559960174,-0.008832956664264202,1805558
530200,0.44743739805677935,0.06039721146225929,3603772
530300,0.32255694342395297,-0.0375232920050621,3631259
530400,0.3183366059474165,-0.04017288610339165,3641959
530501,0.41938135653348274,0.03756077215075493,3601479
530502,0.3080977341784025,0.039983320981264114,2101568
530503,0.29523470676813635,0.005971124395728111,4595582
530600,0.2613576154917903,-0.00943337194621563,2817756
540101,0.41332796038716707,0.06951137632131577,9973725
540102,0.1817250320255065,-0.033902041614055634,14703299
550100,0.21297050071392495,-0.18911144137382507,23625125
550200,0.14793486585248064,-0.06926562637090683,14982201
560100,0.12686310255918956,-0.12389954179525375,1722029
560200,0.3562421961709212,0.022878650575876236,1839006
560300,0.2603382668858718,-0.09431599080562592,1816554
560400,0.14831214425194233,-0.17042604088783264,942804
560700,0.17463353164832002,-0.16415387392044067,1835469
560800,0.17635560075093867,-0.15320000052452087,3667305
560900,0.22749086201644836,-0.09999728947877884,3662080
561000,0.20751771708951514,-0.11648563295602798,3687046
561100,0.21070960763053134,-0.11843059211969376,3669643
570100,0.04713080237555762,-0.2257227599620819,4254384
570200,0.10240536411416944,-0.16252528131008148,4906011
570300,0.18768623315909302,-0.13557061553001404,2720731
570400,0.1148727615865087,-0.13937272131443024,1286311
570500,0.09194482483167865,-0.15720845758914948,1175912
580100,0.09781467847970311,-0.19263972342014313,2118835
580200,0.11071556756835944,-0.18416744470596313,2025871
580300,0.1333002843187286,-0.1593223512172699,1307512
580400,0.07038517858815925,-0.21686524152755737,3670249
580501,0.14612795861289474,-0.19321177899837494,1366021
580502,0.1465996593419566,-0.18637152016162872,1372414
580600,0.15705312767301574,-0.1791757047176361,1367831
580700,0.1928874818824839,-0.151553675532341,1527019
580800,0.17584129562665135,-0.1595945954322815,508828
590500,0.4034819704922798,-0.017614159733057022,1655237
590600,0.16371211911740308,-0.18035155534744263,965943
590700,0.07997588962151116,-0.2302871197462082,2336423
600400,0.12678235237162866,-0.2418469935655594,908350
600600,0.05520353262055729,-0.24004009366035461,1126403
600700,0.06544307668027854,-0.25117847323417664,1351016
600900,0.14627962840646574,-0.2085135281085968,1061168
60100,0.21158410470281083,-0.08524832129478455,903621
60200,0.2830545358626602,-0.11040730774402618,883488
60300,0.256741356336349,-0.13911820948123932,887725
60400,0.218544875998409,-0.15928395092487335,902189
60500,0.4043764381040037,-0.019534103572368622,633633
60800,0.17070688724953392,-0.13749074935913086,480415
60900,0.19978657767602492,-0.09512268006801605,1269055
61000,0.1356049448832954,-0.21996523439884186,479672
610300,0.09747038544390511,-0.2215753197669983,6622156
610400,0.12441698572920293,-0.24471831321716309,452943
610800,0.1693032512033778,-0.17600895464420319,923478
61100,0.15266919519001307,-0.24147041141986847,480339
611200,0.30998556072517247,-0.07842516154050827,907788
611300,0.1960618323899192,-0.16954003274440765,907818
611400,0.21280532938564026,-0.15929484367370605,906618
611500,0.1518561264907803,-0.14611932635307312,1408588
611600,0.2911824920293256,-0.0642317533493042,931088
611700,0.3452346038710145,-0.027853846549987793,911301
611800,0.3023199101556233,-0.0686548501253128,909888
611900,0.4631885085358575,0.022716274484992027,1814116
61200,0.1968297974927676,-0.17784295976161957,484839
612000,0.44764009267999655,0.03449220582842827,904617
612100,0.48059727108899,0.05906618759036064,905851
612200,0.27043434480354756,-0.08439275622367859,2492867
61500,0.2274788450358504,-0.14636771380901337,452213
61800,0.1301419964901155,-0.19976098835468292,229731
61901,0.09642359510573724,-0.21322110295295715,445603
61902,0.06978341985309507,-0.20569857954978943,615199
62000,0.15439259598916083,-0.19461731612682343,625172
620100,0.1487125943763012,-0.12113575637340546,2324979
620200,0.09213865594771586,-0.15483464300632477,1601743
620300,0.22729155349869046,-0.10639560967683792,2754094
620400,0.1955315680242445,-0.13453534245491028,1821735
62100,0.11961333299084706,-0.24282319843769073,680195
62200,0.15628265959857449,-0.22040586173534393,672637
62300,0.20546641517884057,-0.17970804870128632,453342
62400,0.1895769087909335,-0.17451421916484833,452309
62500,0.16499643810830772,-0.20153531432151794,447556
62600,0.17192605313077122,-0.19343283772468567,916113
62700,0.16935928832449823,-0.20310340821743011,902396
62800,0.21222545506907564,-0.17485295236110687,903792
62900,0.2419016800596752,-0.15716859698295593,904154
63000,0.13235413057266548,-0.24117383360862732,900329
630300,0.1649599099031758,-0.14239944517612457,2735430
630400,0.17270675135677793,-0.16530700027942657,1827141
630500,0.19780541682673838,-0.13831692934036255,1825509
630600,0.0645018571187528,-0.16284745931625366,3061580
630800,0.15449341998236196,-0.17951886355876923,1820377
630900,0.1946114724587197,-0.13025322556495667,1831340
63100,0.1446036377045802,-0.20991003513336182,443063
63200,0.15012576356449875,-0.13870514929294586,890513
63301,0.09180553952512437,-0.23237086832523346,260487
63302,0.10379630157061556,-0.2589244842529297,336458
63303,0.2717125341328907,-0.03260473534464836,583941
63400,0.10061874955032736,-0.2564156949520111,440910
640100,0.18206206757716065,-0.14748841524124146,847915
640300,0.18064280809286953,-0.14306290447711945,3677007
640400,0.1391277920579907,-0.1518578678369522,3705646
640500,0.14618971094005895,-0.1721578687429428,1837343
640600,0.1279560853683546,-0.19345203042030334,1831393
640700,0.21741392072283622,-0.11031436175107956,1844114
640800,0.16524616967415015,-0.15365788340568542,907105
650100,0.22225834857413804,-0.11554709821939468,1869302
650200,0.19934791806665172,-0.12715812027454376,2751071
650301,0.24828389527174566,-0.0984547883272171,2735618
650302,0.22974134109113017,-0.1109432801604271,1843195
650400,0.20480777322483962,-0.1020531877875328,3059469
650500,0.16670891669630636,-0.13968577980995178,9010678
660301,0.12727177696706146,-0.19390033185482025,454615
